Country,Item,Year,Unit,Value,Country Code,Latitude,Longitude
South Africa,Tea,2009,tonnes,1743.0,ZA,-30.559482,22.937506
South Africa,Tea,2010,tonnes,1647.0,ZA,-30.559482,22.937506
South Africa,Tea,2011,tonnes,1795.0,ZA,-30.559482,22.937506
South Africa,Tea,2012,tonnes,870.0,ZA,-30.559482,22.937506
South Africa,Tea,2013,tonnes,2180.0,ZA,-30.559482,22.937506
South Africa,Tea,2014,tonnes,1615.0,ZA,-30.559482,22.937506
South Africa,Tea,2015,tonnes,1863.0,ZA,-30.559482,22.937506
South Africa,Tea,2016,tonnes,1776.0,ZA,-30.559482,22.937506
South Africa,Tea,2017,tonnes,1628.0,ZA,-30.559482,22.937506
South Africa,Tea,2018,tonnes,1469.0,ZA,-30.559482,22.937506
Sri Lanka,Tea,2009,tonnes,290000.0,LK,7.873054,80.771797
Sri Lanka,Tea,2010,tonnes,331400.0,LK,7.873054,80.771797
Sri Lanka,Tea,2011,tonnes,327500.0,LK,7.873054,80.771797
Sri Lanka,Tea,2012,tonnes,330000.0,LK,7.873054,80.771797
Sri Lanka,Tea,2013,tonnes,340230.0,LK,7.873054,80.771797
Sri Lanka,Tea,2014,tonnes,338032.0,LK,7.873054,80.771797
Sri Lanka,Tea,2015,tonnes,320686.0,LK,7.873054,80.771797
Sri Lanka,Tea,2016,tonnes,292574.0,LK,7.873054,80.771797
Sri Lanka,Tea,2017,tonnes,307720.0,LK,7.873054,80.771797
Sri Lanka,Tea,2018,tonnes,303840.0,LK,7.873054,80.771797
Thailand,Tea,2009,tonnes,63707.0,TH,15.870032,100.992541
Thailand,Tea,2010,tonnes,67241.0,TH,15.870032,100.992541
Thailand,Tea,2011,tonnes,73320.0,TH,15.870032,100.992541
Thailand,Tea,2012,tonnes,68774.0,TH,15.870032,100.992541
Thailand,Tea,2013,tonnes,68013.0,TH,15.870032,100.992541
Thailand,Tea,2014,tonnes,40324.0,TH,15.870032,100.992541
Thailand,Tea,2015,tonnes,49054.0,TH,15.870032,100.992541
Thailand,Tea,2016,tonnes,54746.0,TH,15.870032,100.992541
Thailand,Tea,2017,tonnes,48041.0,TH,15.870032,100.992541
Thailand,Tea,2018,tonnes,50614.0,TH,15.870032,100.992541
Turkey,Tea,2009,tonnes,198601.0,TR,38.963745,35.243322
Turkey,Tea,2010,tonnes,235000.0,TR,38.963745,35.243322
Turkey,Tea,2011,tonnes,221600.0,TR,38.963745,35.243322
Turkey,Tea,2012,tonnes,225000.0,TR,38.963745,35.243322
Turkey,Tea,2013,tonnes,212400.0,TR,38.963745,35.243322
Turkey,Tea,2014,tonnes,226800.0,TR,38.963745,35.243322
Turkey,Tea,2015,tonnes,239028.0,TR,38.963745,35.243322
Turkey,Tea,2016,tonnes,243000.0,TR,38.963745,35.243322
Turkey,Tea,2017,tonnes,234000.0,TR,38.963745,35.243322
Turkey,Tea,2018,tonnes,270000.0,TR,38.963745,35.243322
Uganda,Tea,2009,tonnes,48663.0,UG,1.373333,32.290275
Uganda,Tea,2010,tonnes,49182.0,UG,1.373333,32.290275
Uganda,Tea,2011,tonnes,35194.0,UG,1.373333,32.290275
Uganda,Tea,2012,tonnes,57939.0,UG,1.373333,32.290275
Uganda,Tea,2013,tonnes,60969.0,UG,1.373333,32.290275
Uganda,Tea,2014,tonnes,61376.0,UG,1.373333,32.290275
Uganda,Tea,2015,tonnes,60645.0,UG,1.373333,32.290275
Uganda,Tea,2016,tonnes,62705.0,UG,1.373333,32.290275
Uganda,Tea,2017,tonnes,63667.0,UG,1.373333,32.290275
Uganda,Tea,2018,tonnes,62339.0,UG,1.373333,32.290275
Tanzania,Tea,2009,tonnes,34170.0,TZ,-6.369028,34.888822
Tanzania,Tea,2010,tonnes,33160.0,TZ,-6.369028,34.888822
Tanzania,Tea,2011,tonnes,32000.0,TZ,-6.369028,34.888822
Tanzania,Tea,2012,tonnes,32812.0,TZ,-6.369028,34.888822
Tanzania,Tea,2013,tonnes,33700.0,TZ,-6.369028,34.888822
Tanzania,Tea,2014,tonnes,33500.0,TZ,-6.369028,34.888822
Tanzania,Tea,2015,tonnes,35749.0,TZ,-6.369028,34.888822
Tanzania,Tea,2016,tonnes,36561.0,TZ,-6.369028,34.888822
Tanzania,Tea,2017,tonnes,36712.0,TZ,-6.369028,34.888822
Tanzania,Tea,2018,tonnes,36854.0,TZ,-6.369028,34.888822
Viet Nam,Tea,2009,tonnes,185700.0,,,
Viet Nam,Tea,2010,tonnes,198466.0,,,
Viet Nam,Tea,2011,tonnes,206600.0,,,
Viet Nam,Tea,2012,tonnes,211500.0,,,
Viet Nam,Tea,2013,tonnes,217700.0,,,
Viet Nam,Tea,2014,tonnes,228360.0,,,
Viet Nam,Tea,2015,tonnes,236000.0,,,
Viet Nam,Tea,2016,tonnes,240000.0,,,
Viet Nam,Tea,2017,tonnes,260000.0,,,
Viet Nam,Tea,2018,tonnes,270000.0,,,
Zambia,Tea,2009,tonnes,821.0,ZM,-13.133897,27.849332
Zambia,Tea,2010,tonnes,843.0,ZM,-13.133897,27.849332
Zambia,Tea,2011,tonnes,864.0,ZM,-13.133897,27.849332
Zambia,Tea,2012,tonnes,900.0,ZM,-13.133897,27.849332
Zambia,Tea,2013,tonnes,900.0,ZM,-13.133897,27.849332
Zambia,Tea,2014,tonnes,910.0,ZM,-13.133897,27.849332
Zambia,Tea,2015,tonnes,930.0,ZM,-13.133897,27.849332
Zambia,Tea,2016,tonnes,929.0,ZM,-13.133897,27.849332
Zambia,Tea,2017,tonnes,941.0,ZM,-13.133897,27.849332
Zambia,Tea,2018,tonnes,953.0,ZM,-13.133897,27.849332
Zimbabwe,Tea,2009,tonnes,23590.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2010,tonnes,23450.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2011,tonnes,23733.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2012,tonnes,24017.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2013,tonnes,24300.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2014,tonnes,24815.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2015,tonnes,25755.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2016,tonnes,25688.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2017,tonnes,25991.0,ZW,-19.015438,29.154857
Zimbabwe,Tea,2018,tonnes,26293.0,ZW,-19.015438,29.154857
